Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
1112,US-2022-110156,19/11/2022,24/11/2022,Standard Class,EH-13945,Consumer,77041,OFF-PA-10004735,10,2,,368
1113,US-2022-110156,19/11/2022,24/11/2022,Standard Class,EH-13945,Consumer,77041,OFF-BI-10002609,1,2,,192
1114,CA-2023-140585,18/12/2023,23/12/2023,Second Class,RA-19915,Consumer,92024,OFF-BI-10003364,46,2,,672
1115,CA-2023-140585,18/12/2023,23/12/2023,Second Class,RA-19915,Consumer,92024,FUR-BO-10002206,119,1,,833
1116,CA-2023-140585,18/12/2023,23/12/2023,Second Class,RA-19915,Consumer,92024,TEC-AC-10003610,119,2,57,98
1117,CA-2022-144855,22/07/2022,24/07/2022,Second Class,DL-13495,Corporate,94110,OFF-LA-10003766,6,2,3,3
1118,CA-2021-142755,4/9/2021,8/9/2021,Standard Class,CS-12355,Consumer,30076,OFF-PA-10001970,279,5,137,9
1119,CA-2021-142755,4/9/2021,8/9/2021,Standard Class,CS-12355,Consumer,30076,TEC-AC-10002049,619,5,111,95
1120,CA-2021-142755,4/9/2021,8/9/2021,Standard Class,CS-12355,Consumer,30076,OFF-PA-10000141,4,2,2,36
1121,CA-2021-142755,4/9/2021,8/9/2021,Standard Class,CS-12355,Consumer,30076,OFF-EN-10004459,15,2,7,28
1122,US-2020-147627,20/01/2020,26/01/2020,Standard Class,HL-15040,Consumer,72401,TEC-PH-10001061,699,7,181,93
1123,US-2020-147627,20/01/2020,26/01/2020,Standard Class,HL-15040,Consumer,72401,OFF-AR-10002375,22,7,6,96
1124,US-2020-147627,20/01/2020,26/01/2020,Standard Class,HL-15040,Consumer,72401,FUR-FU-10003194,38,4,11,6
1125,US-2020-147627,20/01/2020,26/01/2020,Standard Class,HL-15040,Consumer,72401,OFF-AR-10003811,6,3,1,63
1126,US-2020-147627,20/01/2020,26/01/2020,Standard Class,HL-15040,Consumer,72401,OFF-EN-10001539,23,3,10,34
1127,US-2020-147627,20/01/2020,26/01/2020,Standard Class,HL-15040,Consumer,72401,FUR-CH-10002331,1067,3,224,94
1128,CA-2021-105970,2/3/2021,7/3/2021,Standard Class,PA-19060,Home Office,47374,OFF-AR-10003156,10,1,2,16
1129,CA-2021-105970,2/3/2021,7/3/2021,Standard Class,PA-19060,Home Office,47374,OFF-EN-10001532,101,6,50,88
1130,CA-2022-112102,12/4/2022,16/04/2022,Standard Class,BD-11605,Consumer,22153,FUR-TA-10004086,343,4,75,92
1131,CA-2022-112102,12/4/2022,16/04/2022,Standard Class,BD-11605,Consumer,22153,OFF-PA-10000100,40,1,20,99
1132,CA-2022-112102,12/4/2022,16/04/2022,Standard Class,BD-11605,Consumer,22153,OFF-EN-10002500,63,5,28,9
1133,US-2022-114776,6/12/2022,7/12/2022,First Class,GG-14650,Corporate,94509,OFF-PA-10004100,19,3,9,44
1134,US-2022-134908,5/6/2022,9/6/2022,Standard Class,JS-15940,Home Office,19134,OFF-ST-10003479,124,4,,608
1135,US-2022-134908,5/6/2022,9/6/2022,Standard Class,JS-15940,Home Office,19134,OFF-LA-10000973,7,3,,56
1136,US-2022-148803,11/12/2022,11/12/2022,Same Day,LR-16915,Consumer,33030,OFF-ST-10001476,85,3,,224
1137,CA-2022-152170,12/11/2022,15/11/2022,Second Class,FH-14275,Corporate,46350,OFF-EN-10002831,287,8,129,52
1138,CA-2022-152170,12/11/2022,15/11/2022,Second Class,FH-14275,Corporate,46350,OFF-AP-10002350,37,2,10,68
1139,CA-2022-152170,12/11/2022,15/11/2022,Second Class,FH-14275,Corporate,46350,OFF-PA-10001763,19,2,8,98
1140,CA-2022-152170,12/11/2022,15/11/2022,Second Class,FH-14275,Corporate,46350,OFF-AR-10003394,20,7,5,58
1141,CA-2022-152170,12/11/2022,15/11/2022,Second Class,FH-14275,Corporate,46350,OFF-BI-10002072,17,2,8,38
1142,CA-2020-146969,29/09/2020,3/10/2020,Standard Class,AP-10915,Consumer,90045,FUR-FU-10004188,204,2,53,6
1143,CA-2020-146969,29/09/2020,3/10/2020,Standard Class,AP-10915,Consumer,90045,OFF-FA-10001561,8,4,2,72
1144,CA-2020-146969,29/09/2020,3/10/2020,Standard Class,AP-10915,Consumer,90045,OFF-PA-10002105,6,1,3,48
1145,CA-2020-146969,29/09/2020,3/10/2020,Standard Class,AP-10915,Consumer,90045,TEC-MA-10004241,686,2,,32
1146,CA-2020-146969,29/09/2020,3/10/2020,Standard Class,AP-10915,Consumer,90045,OFF-ST-10004340,62,1,16,18
1147,CA-2021-112452,4/4/2021,4/4/2021,Same Day,NC-18340,Consumer,48911,OFF-AP-10003849,644,2,,76
1148,CA-2021-112452,4/4/2021,4/4/2021,Same Day,NC-18340,Consumer,48911,OFF-FA-10000735,5,2,2,84
1149,CA-2021-112452,4/4/2021,4/4/2021,Same Day,NC-18340,Consumer,48911,OFF-BI-10003350,12,2,5,76
1150,CA-2021-112452,4/4/2021,4/4/2021,Same Day,NC-18340,Consumer,48911,TEC-PH-10000307,10,1,0,95
1151,CA-2021-112452,4/4/2021,4/4/2021,Same Day,NC-18340,Consumer,48911,TEC-CO-10004202,599,2,209,98
1152,CA-2021-113971,8/5/2021,14/05/2021,Standard Class,CB-12535,Corporate,44221,FUR-FU-10001852,8,6,,352
1153,CA-2022-160395,31/12/2022,6/1/2023,Standard Class,KL-16555,Corporate,89502,OFF-AR-10003759,3,2,1,64
1154,CA-2022-160395,31/12/2022,6/1/2023,Standard Class,KL-16555,Corporate,89502,OFF-BI-10003984,159,7,,768
1155,CA-2020-136567,20/12/2020,21/12/2020,First Class,PS-19045,Home Office,22801,OFF-ST-10004337,122,2,0,48
1156,CA-2020-136567,20/12/2020,21/12/2020,First Class,PS-19045,Home Office,22801,FUR-TA-10001932,2244,7,493,48
1157,CA-2020-136567,20/12/2020,21/12/2020,First Class,PS-19045,Home Office,22801,OFF-BI-10003982,62,3,29,31
1158,CA-2020-136567,20/12/2020,21/12/2020,First Class,PS-19045,Home Office,22801,FUR-TA-10000617,455,2,100,1
1159,CA-2022-149314,2/7/2022,7/7/2022,Second Class,GB-14530,Corporate,90004,FUR-CH-10002126,195,1,,184
1160,CA-2023-147039,29/06/2023,4/7/2023,Standard Class,AA-10315,Consumer,55407,OFF-AP-10000576,362,3,90,94
1161,CA-2023-147039,29/06/2023,4/7/2023,Standard Class,AA-10315,Consumer,55407,OFF-BI-10004654,11,2,5,54
1162,CA-2020-126522,1/9/2020,5/9/2020,Second Class,LT-16765,Consumer,92025,OFF-AR-10004042,53,3,15,94
1163,CA-2020-127964,3/3/2020,8/3/2020,Standard Class,AP-10720,Home Office,10035,TEC-PH-10004700,9,1,4,99
1164,CA-2020-127964,3/3/2020,8/3/2020,Standard Class,AP-10720,Home Office,10035,OFF-BI-10004593,125,3,,76
1165,CA-2020-127964,3/3/2020,8/3/2020,Standard Class,AP-10720,Home Office,10035,OFF-BI-10003429,25,5,,32
1166,CA-2020-117709,4/5/2020,8/5/2020,Standard Class,PM-18940,Consumer,49201,OFF-BI-10001294,46,4,21,8
1167,CA-2021-125416,2/11/2021,2/11/2021,Same Day,KC-16540,Consumer,98115,TEC-AC-10001552,447,9,49,93
1168,CA-2023-145226,8/12/2023,10/12/2023,Second Class,DL-13315,Consumer,10035,FUR-FU-10004952,109,2,33,48
1169,CA-2023-145226,8/12/2023,10/12/2023,Second Class,DL-13315,Consumer,10035,OFF-ST-10004123,272,3,0,94
1170,CA-2023-145226,8/12/2023,10/12/2023,Second Class,DL-13315,Consumer,10035,OFF-PA-10003172,19,3,9,44
1171,CA-2023-145226,8/12/2023,10/12/2023,Second Class,DL-13315,Consumer,10035,OFF-ST-10002352,31,4,8,92
1172,US-2020-100279,10/3/2020,14/03/2020,Standard Class,SW-20275,Consumer,48073,OFF-PA-10002259,22,2,10,38
1173,CA-2020-158064,21/04/2020,25/04/2020,Standard Class,AA-10375,Consumer,90008,OFF-BI-10002976,16,5,,52
1174,US-2021-104430,22/10/2021,26/10/2021,Standard Class,LT-17110,Consumer,61701,OFF-BI-10000301,5,4,,176
1175,CA-2021-132080,22/08/2021,25/08/2021,First Class,DP-13105,Corporate,10035,OFF-BI-10003694,50,6,,112
1176,CA-2022-161207,29/08/2022,3/9/2022,Standard Class,AB-10060,Home Office,3301,OFF-SU-10000381,27,3,8,93
1177,CA-2020-120243,27/12/2020,30/12/2020,Second Class,AT-10435,Home Office,90004,OFF-LA-10004425,11,4,5,56
1178,CA-2022-113621,1/12/2022,5/12/2022,Standard Class,JE-15745,Consumer,20852,FUR-CH-10001270,172,2,51,5
1179,CA-2022-113621,1/12/2022,5/12/2022,Standard Class,JE-15745,Consumer,20852,TEC-PH-10003931,179,3,44,97
1180,CA-2022-168081,24/04/2022,27/04/2022,Second Class,CA-12055,Home Office,77070,TEC-AC-10003174,258,3,,696
1181,CA-2020-128146,21/06/2020,25/06/2020,Standard Class,DB-13060,Consumer,8701,TEC-PH-10004539,1322,7,357,93
1182,CA-2020-128146,21/06/2020,25/06/2020,Standard Class,DB-13060,Consumer,8701,OFF-AR-10001919,3,2,1,76
1183,CA-2023-138779,14/01/2023,15/01/2023,First Class,RB-19570,Consumer,28540,OFF-EN-10002504,21,1,,744
1184,CA-2023-138779,14/01/2023,15/01/2023,First Class,RB-19570,Consumer,28540,TEC-PH-10003655,7,5,,92
1185,CA-2020-127131,24/11/2020,30/11/2020,Standard Class,HR-14830,Corporate,98103,OFF-BI-10004656,12,7,,96
1186,CA-2020-127131,24/11/2020,30/11/2020,Standard Class,HR-14830,Corporate,98103,OFF-ST-10002344,485,6,9,88
1187,CA-2020-127131,24/11/2020,30/11/2020,Standard Class,HR-14830,Corporate,98103,OFF-PA-10001800,25,4,12,92
1188,CA-2020-127131,24/11/2020,30/11/2020,Standard Class,HR-14830,Corporate,98103,OFF-ST-10000036,197,2,53,58
1189,CA-2023-117212,26/02/2023,28/02/2023,Second Class,BT-11530,Home Office,90036,OFF-AP-10004532,81,4,22,92
1190,CA-2023-117212,26/02/2023,28/02/2023,Second Class,BT-11530,Home Office,90036,TEC-PH-10004447,889,8,,536
1191,CA-2023-117212,26/02/2023,28/02/2023,Second Class,BT-11530,Home Office,90036,FUR-CH-10003973,892,3,,224
1192,CA-2023-117212,26/02/2023,28/02/2023,Second Class,BT-11530,Home Office,90036,OFF-PA-10001970,223,4,109,92
1193,CA-2023-117212,26/02/2023,28/02/2023,Second Class,BT-11530,Home Office,90036,OFF-PA-10000682,23,4,11,12
1194,US-2021-130519,15/09/2021,15/09/2021,Same Day,NG-18355,Corporate,33065,OFF-PA-10001937,15,3,,552
1195,US-2021-130519,15/09/2021,15/09/2021,Same Day,NG-18355,Corporate,33065,FUR-FU-10002268,15,4,,712
1196,US-2021-130519,15/09/2021,15/09/2021,Same Day,NG-18355,Corporate,33065,OFF-ST-10001321,24,2,,672
1197,US-2021-130519,15/09/2021,15/09/2021,Same Day,NG-18355,Corporate,33065,FUR-FU-10003394,55,1,,968
1198,CA-2022-130946,8/4/2022,12/4/2022,Standard Class,ZC-21910,Consumer,77041,TEC-AC-10001990,431,9,,928
1199,CA-2022-130946,8/4/2022,12/4/2022,Standard Class,ZC-21910,Consumer,77041,FUR-CH-10004540,95,4,,984
1200,CA-2022-130946,8/4/2022,12/4/2022,Standard Class,ZC-21910,Consumer,77041,OFF-BI-10004995,1088,4,,792
1201,CA-2022-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Corporate,80219,FUR-CH-10002335,544,3,,8
1202,CA-2022-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Corporate,80219,OFF-BI-10004967,1,3,,872
1203,CA-2022-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Corporate,80219,FUR-CH-10002331,854,3,,352
1204,CA-2022-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Corporate,80219,OFF-ST-10002292,593,2,,568
1205,CA-2022-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Corporate,80219,OFF-ST-10000689,338,3,,4
1206,CA-2023-133235,1/8/2023,4/8/2023,First Class,LH-16750,Consumer,28205,TEC-PH-10002660,271,5,,96
1207,CA-2022-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Corporate,10009,OFF-ST-10004634,11,1,3,21
1208,CA-2022-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Corporate,10009,OFF-BI-10002160,9,3,,144
1209,CA-2022-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Corporate,10009,OFF-FA-10002988,14,7,6,7
1210,CA-2022-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Corporate,10009,OFF-AR-10004999,41,7,10,86
1211,CA-2022-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Corporate,10009,OFF-BI-10001031,8,2,,544
1212,CA-2022-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Corporate,10009,FUR-BO-10004695,579,4,,136
1213,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,FUR-CH-10004860,141,2,,372
1214,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,OFF-BI-10002432,3,2,,36
1215,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,OFF-BI-10000069,4,1,,503
1216,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,OFF-AR-10003602,4,1,,672
1217,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,TEC-AC-10004469,95,3,,88
1218,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,FUR-FU-10001867,17,2,,24
1219,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,TEC-AC-10003174,258,3,,696
1220,US-2023-118087,9/9/2023,13/09/2023,Standard Class,SP-20620,Corporate,19134,TEC-PH-10002200,1931,7,,958
1221,CA-2020-110184,12/7/2020,16/07/2020,Standard Class,BF-11170,Home Office,90036,OFF-ST-10000107,249,9,44,75
1222,CA-2020-110184,12/7/2020,16/07/2020,Standard Class,BF-11170,Home Office,90036,TEC-PH-10000439,255,8,,936
1223,CA-2022-126004,4/12/2022,5/12/2022,First Class,BM-11140,Consumer,10024,FUR-FU-10001602,113,3,20,79
1224,CA-2022-126004,4/12/2022,5/12/2022,First Class,BM-11140,Consumer,10024,TEC-AC-10001432,78,1,34,15
1225,CA-2022-126004,4/12/2022,5/12/2022,First Class,BM-11140,Consumer,10024,OFF-BI-10004656,1,1,,728
1226,CA-2022-126004,4/12/2022,5/12/2022,First Class,BM-11140,Consumer,10024,OFF-PA-10001685,40,4,19,56
1227,CA-2022-126004,4/12/2022,5/12/2022,First Class,BM-11140,Consumer,10024,OFF-ST-10001418,182,3,3,94
1228,CA-2022-126004,4/12/2022,5/12/2022,First Class,BM-11140,Consumer,10024,OFF-ST-10000676,193,2,11,86
1229,CA-2023-100013,6/11/2023,11/11/2023,Standard Class,ZC-21910,Consumer,90045,OFF-EN-10001219,15,2,7,28
1230,CA-2023-100013,6/11/2023,11/11/2023,Standard Class,ZC-21910,Consumer,90045,FUR-FU-10001424,8,1,2,73
1231,CA-2023-100013,6/11/2023,11/11/2023,Standard Class,ZC-21910,Consumer,90045,OFF-AR-10001022,5,2,1,68
1232,CA-2021-132570,31/10/2021,2/11/2021,Second Class,KT-16480,Consumer,14215,OFF-AR-10000369,2,2,0,78
1233,CA-2021-132570,31/10/2021,2/11/2021,Second Class,KT-16480,Consumer,14215,OFF-EN-10003055,79,2,35,96
1234,CA-2022-153682,30/05/2022,1/6/2022,First Class,BG-11695,Corporate,45231,TEC-CO-10001046,839,2,,988
1235,CA-2022-144344,28/10/2022,28/10/2022,Same Day,PG-18820,Consumer,33437,FUR-FU-10000076,47,3,,952
1236,CA-2022-144344,28/10/2022,28/10/2022,Same Day,PG-18820,Consumer,33437,OFF-BI-10003719,37,5,,425
1237,CA-2022-144344,28/10/2022,28/10/2022,Same Day,PG-18820,Consumer,33437,FUR-FU-10003268,63,2,,968
1238,CA-2022-144344,28/10/2022,28/10/2022,Same Day,PG-18820,Consumer,33437,FUR-FU-10003553,165,3,,48
1239,CA-2020-127012,11/8/2020,15/08/2020,Standard Class,GM-14680,Consumer,98105,FUR-FU-10003691,12,1,5,35
1240,CA-2020-127012,11/8/2020,15/08/2020,Standard Class,GM-14680,Consumer,98105,OFF-AR-10003903,40,1,10,97
1241,CA-2020-127012,11/8/2020,15/08/2020,Standard Class,GM-14680,Consumer,98105,OFF-FA-10004854,22,2,10,96
1242,CA-2022-128727,29/08/2022,4/9/2022,Standard Class,MO-17800,Home Office,10024,TEC-PH-10003442,22,,,5
1243,US-2022-162859,15/02/2022,22/02/2022,Standard Class,PG-18820,Consumer,10009,OFF-BI-10004519,398,3,,352
1244,US-2022-162859,15/02/2022,22/02/2022,Standard Class,PG-18820,Consumer,10009,OFF-FA-10000304,8,4,3,72
1245,CA-2023-133641,14/05/2023,21/05/2023,Standard Class,EJ-14155,Consumer,39503,OFF-EN-10004955,48,9,23,69
1246,CA-2020-168494,12/12/2020,14/12/2020,Second Class,NP-18700,Consumer,93727,FUR-TA-10004619,764,6,,688
1247,CA-2020-168494,12/12/2020,14/12/2020,Second Class,NP-18700,Consumer,93727,FUR-TA-10003473,3610,12,,848
1248,CA-2020-168494,12/12/2020,14/12/2020,Second Class,NP-18700,Consumer,93727,FUR-BO-10004467,254,3,,9745
1249,CA-2023-115602,18/12/2023,24/12/2023,Standard Class,DJ-13630,Consumer,10009,OFF-AR-10002280,38,6,17,82
1250,CA-2023-115602,18/12/2023,24/12/2023,Standard Class,DJ-13630,Consumer,10009,FUR-CH-10001708,1141,9,,938
1251,CA-2023-115602,18/12/2023,24/12/2023,Standard Class,DJ-13630,Consumer,10009,OFF-AP-10000891,1704,13,511,56
1252,CA-2023-115602,18/12/2023,24/12/2023,Standard Class,DJ-13630,Consumer,10009,OFF-AR-10000462,3,2,1,2
1253,CA-2021-154956,4/7/2021,9/7/2021,Standard Class,IM-15070,Consumer,53209,TEC-PH-10004165,1099,4,285,96
1254,CA-2023-144638,10/3/2023,14/03/2023,Standard Class,MH-18115,Home Office,19013,OFF-AR-10003958,5,2,,248
1255,CA-2023-144638,10/3/2023,14/03/2023,Standard Class,MH-18115,Home Office,19013,TEC-PH-10000149,35,3,,91
1256,CA-2023-144638,10/3/2023,14/03/2023,Standard Class,MH-18115,Home Office,19013,FUR-FU-10003724,6,1,,696
1257,CA-2023-144638,10/3/2023,14/03/2023,Standard Class,MH-18115,Home Office,19013,FUR-FU-10003535,43,2,,872
1258,US-2022-168620,24/12/2022,28/12/2022,Second Class,RB-19795,Home Office,28205,OFF-BI-10001575,27,3,,882
1259,US-2022-168620,24/12/2022,28/12/2022,Second Class,RB-19795,Home Office,28205,OFF-ST-10003716,540,3,,48
1260,US-2022-168620,24/12/2022,28/12/2022,Second Class,RB-19795,Home Office,28205,TEC-AC-10004469,255,8,,68
1261,CA-2023-117079,23/10/2023,27/10/2023,Standard Class,JR-15700,Consumer,32216,TEC-PH-10004586,863,3,,88
1262,US-2022-144393,28/10/2022,4/11/2022,Standard Class,SM-20950,Corporate,27834,OFF-BI-10004236,17,4,,616
1263,CA-2023-105053,7/7/2023,9/7/2023,Second Class,CS-12355,Consumer,11561,OFF-BI-10001634,17,3,,472
1264,CA-2022-155992,1/10/2022,2/10/2022,First Class,CC-12220,Consumer,46350,TEC-PH-10000215,69,2,18,9
1265,CA-2022-155992,1/10/2022,2/10/2022,First Class,CC-12220,Consumer,46350,FUR-FU-10003724,41,5,10,85
1266,CA-2023-110380,2/9/2023,7/9/2023,Standard Class,PF-19225,Consumer,94122,OFF-AR-10000422,6,3,1,57
1267,US-2020-167738,24/12/2020,29/12/2020,Standard Class,JC-16105,Corporate,90045,OFF-ST-10003306,142,1,41,86
1268,US-2020-167738,24/12/2020,29/12/2020,Standard Class,JC-16105,Corporate,90045,FUR-CH-10001146,292,6,,272
1269,CA-2023-121412,23/09/2023,27/09/2023,Standard Class,BG-11695,Corporate,80027,FUR-FU-10000246,29,3,,328
1270,CA-2023-100426,4/6/2023,8/6/2023,Standard Class,DC-12850,Consumer,35630,OFF-PA-10002870,12,2,5,48
1271,US-2022-103646,21/04/2022,26/04/2022,Standard Class,SP-20545,Corporate,60623,OFF-ST-10000563,102,4,,336
1272,US-2022-103646,21/04/2022,26/04/2022,Standard Class,SP-20545,Corporate,60623,OFF-AP-10004487,48,3,,792
1273,US-2022-103646,21/04/2022,26/04/2022,Standard Class,SP-20545,Corporate,60623,OFF-BI-10002854,44,8,,848
1274,CA-2022-119186,26/05/2022,26/05/2022,Same Day,MS-17710,Consumer,76106,OFF-PA-10004621,10,2,,368
1275,CA-2022-119186,26/05/2022,26/05/2022,Same Day,MS-17710,Consumer,76106,FUR-CH-10001973,388,5,,43
1276,CA-2022-119186,26/05/2022,26/05/2022,Same Day,MS-17710,Consumer,76106,OFF-PA-10004040,14,3,,352
1277,CA-2022-119186,26/05/2022,26/05/2022,Same Day,MS-17710,Consumer,76106,TEC-AC-10000580,63,1,,992
1278,CA-2022-148698,2/5/2022,7/5/2022,Standard Class,BD-11770,Consumer,77070,OFF-AR-10004022,86,3,,352
1279,CA-2020-163293,8/9/2020,11/9/2020,First Class,KC-16255,Corporate,31204,TEC-AC-10004209,32,3,12,97
1280,CA-2020-163293,8/9/2020,11/9/2020,First Class,KC-16255,Corporate,31204,TEC-AC-10000023,83,4,30,88
1281,CA-2022-160815,5/9/2022,6/9/2022,First Class,TR-21325,Consumer,52402,TEC-PH-10003505,278,3,80,4
1282,CA-2023-122154,9/4/2023,11/4/2023,First Class,SA-20830,Consumer,32216,OFF-LA-10000121,15,3,,12
1283,CA-2023-122154,9/4/2023,11/4/2023,First Class,SA-20830,Consumer,32216,OFF-BI-10002026,17,1,,43
1284,CA-2023-122154,9/4/2023,11/4/2023,First Class,SA-20830,Consumer,32216,OFF-PA-10000994,251,3,,64
1285,US-2021-149692,6/12/2021,12/12/2021,Standard Class,KW-16435,Consumer,78745,OFF-BI-10002813,2,7,,772
1286,CA-2022-119445,26/06/2022,3/7/2022,Standard Class,GM-14500,Consumer,2908,OFF-ST-10000617,14,5,1,9
1287,CA-2021-124268,4/7/2021,8/7/2021,Standard Class,AD-10180,Home Office,10035,OFF-AR-10004817,15,3,4,48
1288,CA-2022-154711,22/11/2022,26/11/2022,Standard Class,TB-21355,Corporate,10009,FUR-FU-10000397,39,2,11,88
1289,CA-2022-154711,22/11/2022,26/11/2022,Standard Class,TB-21355,Corporate,10009,OFF-BI-10000605,12,4,,192
1290,CA-2022-154711,22/11/2022,26/11/2022,Standard Class,TB-21355,Corporate,10009,OFF-AR-10001860,20,3,7,82
1291,CA-2022-163384,10/11/2022,12/11/2022,First Class,CC-12430,Home Office,94122,OFF-BI-10004970,13,4,,216
1292,CA-2022-163384,10/11/2022,12/11/2022,First Class,CC-12430,Home Office,94122,OFF-PA-10003172,32,5,15,4
1293,CA-2021-101707,27/08/2021,1/9/2021,Standard Class,PF-19165,Consumer,92105,OFF-SU-10001218,32,3,9,94
1294,CA-2021-101707,27/08/2021,1/9/2021,Standard Class,PF-19165,Consumer,92105,OFF-PA-10002968,114,5,52,2
1295,CA-2021-101707,27/08/2021,1/9/2021,Standard Class,PF-19165,Consumer,92105,OFF-LA-10000134,3,1,1,8
1296,CA-2021-138898,25/05/2021,29/05/2021,Standard Class,JH-16180,Consumer,81001,OFF-AP-10004487,845,13,,728
1297,CA-2023-115427,30/12/2023,3/1/2024,Standard Class,EB-13975,Corporate,94533,OFF-BI-10002103,13,2,,904
1298,CA-2023-115427,30/12/2023,3/1/2024,Standard Class,EB-13975,Corporate,94533,OFF-BI-10004632,20,2,,72
1299,CA-2022-134425,8/12/2022,12/12/2022,Second Class,QJ-19255,Corporate,55106,TEC-PH-10003555,114,5,2,95
1300,CA-2021-121391,4/10/2021,7/10/2021,First Class,AA-10315,Consumer,94109,OFF-ST-10001590,26,2,7,96
1301,CA-2022-137043,23/12/2022,25/12/2022,Second Class,LC-17140,Consumer,22153,FUR-FU-10003664,572,6,166,76
1302,CA-2022-137043,23/12/2022,25/12/2022,Second Class,LC-17140,Consumer,22153,FUR-FU-10003664,286,3,83,38
1303,CA-2021-115847,19/09/2021,24/09/2021,Second Class,TC-21535,Home Office,22204,FUR-BO-10003433,61,2,4,96
1304,US-2023-126179,3/7/2023,7/7/2023,Standard Class,CS-12460,Consumer,31907,FUR-FU-10002554,23,1,5,99
1305,US-2023-126179,3/7/2023,7/7/2023,Standard Class,CS-12460,Consumer,31907,TEC-PH-10001557,287,3,77,97
1306,CA-2022-101966,14/07/2022,16/07/2022,Second Class,BM-11785,Consumer,77036,TEC-PH-10003437,419,7,,944
1307,CA-2022-141397,20/06/2022,21/06/2022,First Class,RC-19825,Consumer,91104,OFF-PA-10002986,46,7,22,76
1308,CA-2022-141397,20/06/2022,21/06/2022,First Class,RC-19825,Consumer,91104,OFF-BI-10000320,17,3,,712
1309,CA-2022-141397,20/06/2022,21/06/2022,First Class,RC-19825,Consumer,91104,OFF-AP-10003971,21,2,5,78
1310,CA-2022-141397,20/06/2022,21/06/2022,First Class,RC-19825,Consumer,91104,OFF-ST-10001469,161,3,9,94
1311,CA-2022-141397,20/06/2022,21/06/2022,First Class,RC-19825,Consumer,91104,FUR-CH-10003846,161,2,,568
1312,CA-2022-141082,9/12/2022,13/12/2022,Standard Class,FM-14380,Consumer,1841,OFF-LA-10001404,3,1,1,69
1313,CA-2022-141082,9/12/2022,13/12/2022,Standard Class,FM-14380,Consumer,1841,OFF-LA-10001474,122,4,56,12
1314,US-2022-134488,24/09/2022,1/10/2022,Standard Class,PK-19075,Consumer,43229,FUR-CH-10003199,155,2,,372
1315,CA-2022-145919,18/12/2022,23/12/2022,Standard Class,HG-14965,Corporate,90032,OFF-PA-10003072,38,6,18,88
1316,CA-2022-145919,18/12/2022,23/12/2022,Standard Class,HG-14965,Corporate,90032,FUR-FU-10004960,183,8,62,84
1317,CA-2022-145919,18/12/2022,23/12/2022,Standard Class,HG-14965,Corporate,90032,OFF-SU-10003505,579,5,28,3
1318,CA-2023-157651,10/12/2023,14/12/2023,Standard Class,HA-14920,Consumer,19120,TEC-AC-10003116,14,1,,2
1319,CA-2020-160773,1/7/2020,5/7/2020,Standard Class,LW-16825,Corporate,32725,TEC-PH-10004586,575,2,,92
1320,CA-2020-160773,1/7/2020,5/7/2020,Standard Class,LW-16825,Corporate,32725,OFF-BI-10000546,5,6,,184
1321,CA-2023-167703,3/2/2023,8/2/2023,Standard Class,MC-17575,Consumer,45231,OFF-BI-10002071,5,3,,229
1322,CA-2023-167703,3/2/2023,8/2/2023,Standard Class,MC-17575,Consumer,45231,OFF-ST-10001490,285,2,,552
1323,CA-2023-121804,3/3/2023,8/3/2023,Standard Class,LP-17095,Consumer,42071,OFF-AP-10004859,72,5,19,8
1324,CA-2023-162635,9/10/2023,10/10/2023,First Class,EB-14170,Consumer,28403,OFF-PA-10002659,10,4,,816
1325,CA-2020-107153,28/09/2020,3/10/2020,Standard Class,GZ-14545,Corporate,1841,OFF-ST-10001321,46,3,12,26
1326,US-2020-117058,27/05/2020,30/05/2020,First Class,LE-16810,Consumer,60653,OFF-BI-10004139,17,6,,46
1327,CA-2021-120439,14/06/2021,18/06/2021,Standard Class,AD-10180,Home Office,19120,FUR-FU-10001867,51,6,,72
1328,CA-2022-128258,30/03/2022,1/4/2022,First Class,CP-12085,Corporate,6360,OFF-PA-10004156,11,1,5,34
1329,CA-2023-106033,15/10/2023,18/10/2023,Second Class,FG-14260,Home Office,94110,OFF-AR-10002818,87,4,26,92
